company_name,financial_year,psu/non_psu,csr_state,csr_development_sector,csr_sub_development_sector,project_amount_spent_in_inr_cr,project_amount_spent_inr,project_amount_spent_inr_lakh
KISCO CASTINGS (INDIA) LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.03,300000.0,3.0
KISCO CASTINGS (INDIA) LIMITED,FY 2024-25,Non-PSU,Punjab,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",0.0062,62000.0,0.62
KISCO CASTINGS (INDIA) LIMITED,FY 2024-25,Non-PSU,Punjab,Education,"Education, Differently Abled, Livelihood",0.008142,81420.0,0.8142
KISCO CASTINGS (INDIA) LIMITED,FY 2024-25,Non-PSU,Punjab,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",0.0011,11000.0,0.11
KISCO CASTINGS (INDIA) LIMITED,FY 2024-25,Non-PSU,Punjab,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.000833098,8330.98,0.0833098
SHREE RAMDOOT ROLLERS PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.011361,113610.0,1.1360999999999999
SHREE RAMDOOT ROLLERS PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.0058338,58338.0,0.58338
SHREE RAMDOOT ROLLERS PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.1123061,1123061.0,11.23061
SHREE RAMDOOT ROLLERS PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.111945,1119450.0,11.1945
SHREE RAMDOOT ROLLERS PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.001764,17640.0,0.1764
SHREE RAMDOOT ROLLERS PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.1120695,1120695.0,11.20695
SHREE RAMDOOT ROLLERS PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.01400175,140017.5,1.400175
SHREE RAMDOOT ROLLERS PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.00551,55100.0,0.551
SHREE RAMDOOT ROLLERS PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.001314,13140.0,0.13140000000000002
SHREE RAMDOOT ROLLERS PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.001615,16149.999999999998,0.16149999999999998
SHREE RAMDOOT ROLLERS PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0018538,18538.0,0.18538000000000002
SHREE RAMDOOT ROLLERS PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",0.166903936,1669039.36,16.6903936
BRITISH SUPER ALLOYS PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Rural development projects,Rural Development,0.0195918,195918.0,1.95918
BRITISH SUPER ALLOYS PRIVATE LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,Education,"Education, Differently Abled, Livelihood",0.07,700000.0000000001,7.000000000000001
BRITISH SUPER ALLOYS PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",0.005,50000.0,0.5
BRITISH SUPER ALLOYS PRIVATE LIMITED,FY 2024-25,Non-PSU,PAN India (Other Centralized Funds),Prime Minister's National Relief Fund,Prime Minister's National Relief Fund,0.0052735,52735.00000000001,0.52735
TIRUMALA BALAJI ALLOYS PRIVATE LIMITED,FY 2024-25,Non-PSU,Telangana,Education,"Education, Differently Abled, Livelihood",0.1,1000000.0,10.0
TIRUMALA BALAJI ALLOYS PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.005,50000.0,0.5
TIRUMALA BALAJI ALLOYS PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Training to promote sports,Encouraging Sports,0.01,100000.0,1.0
TIRUMALA BALAJI ALLOYS PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.45,4500000.0,45.0
BAJRANGBALI SPONGE AND POWER LIMITED,FY 2024-25,Non-PSU,Odisha,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.04,400000.0,4.0
BAJRANGBALI SPONGE AND POWER LIMITED,FY 2024-25,Non-PSU,Odisha,Education,"Education, Differently Abled, Livelihood",0.2,2000000.0,20.0
BAJRANGBALI SPONGE AND POWER LIMITED,FY 2024-25,Non-PSU,Odisha,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1075,1075000.0,10.75
ANAND CARBO PRIVATE LIMITED,FY 2024-25,Non-PSU,Rajasthan,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.17005,11700500.0,117.00500000000001
NRVS STEELS LIMITED,FY 2024-25,Non-PSU,Chhattisgarh,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",0.0101,101000.0,1.01
NRVS STEELS LIMITED,FY 2024-25,Non-PSU,Chhattisgarh,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",0.0015,15000.0,0.15
NRVS STEELS LIMITED,FY 2024-25,Non-PSU,Chhattisgarh,Art and culture,Heritage Art And Culture,0.02102,210200.0,2.102
NRVS STEELS LIMITED,FY 2024-25,Non-PSU,Chhattisgarh,Education,"Education, Differently Abled, Livelihood",0.0212,212000.0,2.12
NRVS STEELS LIMITED,FY 2024-25,Non-PSU,Chhattisgarh,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.021,210000.0,2.1
NRVS STEELS LIMITED,FY 2024-25,Non-PSU,Chhattisgarh,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.006295,62950.0,0.6295000000000001
NRVS STEELS LIMITED,FY 2024-25,Non-PSU,Chhattisgarh,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.358643,3586430.0,35.8643
NRVS STEELS LIMITED,FY 2024-25,Non-PSU,Chhattisgarh,Rural development projects,Rural Development,0.01,100000.0,1.0
NRVS STEELS LIMITED,FY 2024-25,Non-PSU,Chhattisgarh,Rural development projects,Rural Development,0.003,30000.0,0.3
NRVS STEELS LIMITED,FY 2024-25,Non-PSU,Chhattisgarh,Rural development projects,Rural Development,0.0031,31000.0,0.31
NRVS STEELS LIMITED,FY 2024-25,Non-PSU,Chhattisgarh,Rural development projects,Rural Development,0.6531259,6531259.0,65.31259
NRVS STEELS LIMITED,FY 2024-25,Non-PSU,Chhattisgarh,Training to promote sports,Encouraging Sports,0.0087,87000.0,0.8699999999999999
DECCAN FERRO ALLOYS PRIVATE LIMITED,FY 2024-25,Non-PSU,Andhra Pradesh,Education,"Education, Differently Abled, Livelihood",0.0028,28000.0,0.27999999999999997
DECCAN FERRO ALLOYS PRIVATE LIMITED,FY 2024-25,Non-PSU,Andhra Pradesh,Art and culture,Heritage Art And Culture,0.02,200000.0,2.0
DECCAN FERRO ALLOYS PRIVATE LIMITED,FY 2024-25,Non-PSU,Andhra Pradesh,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.15,1500000.0,15.0
VISHAL ALUMINIUM PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.32,3200000.0,32.0
PEARL INSULATIONS PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Gender equality,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.153,1530000.0,15.299999999999999
KHARAGPUR METAL REFORMING INDUSTRIES PVT LTD,FY 2024-25,Non-PSU,West Bengal,Slum area development,Slum area development,0.09,900000.0,9.0
KHARAGPUR METAL REFORMING INDUSTRIES PVT LTD,FY 2024-25,Non-PSU,West Bengal,Rural development projects,Rural Development,0.055549,555490.0,5.5549
KHARAGPUR METAL REFORMING INDUSTRIES PVT LTD,FY 2024-25,Non-PSU,West Bengal,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.0382238,382238.0,3.8223800000000003
BRACE IRON & STEEL PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.15,1500000.0,15.0
BRACE IRON & STEEL PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Education,"Education, Differently Abled, Livelihood",0.65,6500000.0,65.0
BRACE IRON & STEEL PRIVATE LIMITED,FY 2024-25,Non-PSU,Delhi,Education,"Education, Differently Abled, Livelihood",0.9,9000000.0,90.0
RASHI STEEL AND POWER LIMITED,FY 2024-25,Non-PSU,Chhattisgarh,Education,"Education, Differently Abled, Livelihood",0.1,1000000.0,10.0
RASHI STEEL AND POWER LIMITED,FY 2024-25,Non-PSU,Uttar Pradesh,Education,"Education, Differently Abled, Livelihood",0.2,2000000.0,20.0
RASHI STEEL AND POWER LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.33,3300000.0,33.0
SWAROVSKI INDIA PRIVATE LIMITED.,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.008,80000.0,0.8
SWAROVSKI INDIA PRIVATE LIMITED.,FY 2024-25,Non-PSU,Uttarakhand,Education,"Education, Differently Abled, Livelihood",0.4481199,4481199.0,44.81199
SWAROVSKI INDIA PRIVATE LIMITED.,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.07,700000.0000000001,7.000000000000001
RAJURI STEELS & TMT BARS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Women empowerment,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.1,1000000.0,10.0
SAVLI COPPER PRODUCTS PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03,300000.0,3.0
SAVLI COPPER PRODUCTS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02,200000.0,2.0
SAVLI COPPER PRODUCTS PRIVATE LIMITED,FY 2024-25,Non-PSU,Uttarakhand,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01,100000.0,1.0
SAVLI COPPER PRODUCTS PRIVATE LIMITED,FY 2024-25,Non-PSU,Uttarakhand,Education,"Education, Differently Abled, Livelihood",0.01,100000.0,1.0
SAVLI COPPER PRODUCTS PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.084,840000.0,8.4
SAVLI COPPER PRODUCTS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.0075,75000.0,0.75
SAVLI COPPER PRODUCTS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.0523,523000.0,5.2299999999999995
SECAN INVESCAST INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,Education,"Education, Differently Abled, Livelihood",0.165,1650000.0,16.5
SECAN INVESCAST INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,Education,"Education, Differently Abled, Livelihood",0.17,1700000.0000000002,17.0
KRISHAY CASTINGS LIMITED,FY 2024-25,Non-PSU,Telangana,Education,"Education, Differently Abled, Livelihood",0.1,1000000.0,10.0
KRISHAY CASTINGS LIMITED,FY 2024-25,Non-PSU,West Bengal,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.15,1500000.0,15.0
LEGION ENERGY PRODUCTS PRIVATE LIMITED,FY 2024-25,Non-PSU,Andhra Pradesh,Education,"Education, Differently Abled, Livelihood",0.005,50000.0,0.5
LEGION ENERGY PRODUCTS PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0171229,171229.0,1.71229
JIANGYIN UNI-POL VACUUM CASTING INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.15,1500000.0,15.0
JIANGYIN UNI-POL VACUUM CASTING INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.093375253,933752.53,9.337525300000001
ARS STEELS & ALLOY INTERNATIONAL PRIVATE LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0650093,650093.0000000001,6.50093
ARS STEELS & ALLOY INTERNATIONAL PRIVATE LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05,500000.0,5.0
ARS STEELS & ALLOY INTERNATIONAL PRIVATE LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",0.03,300000.0,3.0
ARS STEELS & ALLOY INTERNATIONAL PRIVATE LIMITED,FY 2024-25,Non-PSU,Assam,Education,"Education, Differently Abled, Livelihood",0.02,200000.0,2.0
ARS STEELS & ALLOY INTERNATIONAL PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Art and culture,Heritage Art And Culture,0.05,500000.0,5.0
ARS STEELS & ALLOY INTERNATIONAL PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.0125,125000.0,1.25
ARS STEELS & ALLOY INTERNATIONAL PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Rural development projects,Rural Development,0.0125,125000.0,1.25
ARS STEELS & ALLOY INTERNATIONAL PRIVATE LIMITED,FY 2024-25,Non-PSU,Delhi,Rural development projects,Rural Development,0.015,150000.0,1.5
ARS STEELS & ALLOY INTERNATIONAL PRIVATE LIMITED,FY 2024-25,Non-PSU,Delhi,"Armed Forces, Veterans, War Widows/ Dependants",Other Sectors ( Technology Incubator And Benefits To Armed Forces And Admin Overheads ),0.0075,75000.0,0.75
ARS STEELS & ALLOY INTERNATIONAL PRIVATE LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,"Armed Forces, Veterans, War Widows/ Dependants",Other Sectors ( Technology Incubator And Benefits To Armed Forces And Admin Overheads ),0.001,10000.0,0.1
ARS STEELS & ALLOY INTERNATIONAL PRIVATE LIMITED,FY 2024-25,Non-PSU,Delhi,Rural development projects,Rural Development,0.0125,125000.0,1.25
ARS STEELS & ALLOY INTERNATIONAL PRIVATE LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,Rural development projects,Rural Development,0.0025,25000.0,0.25
ARS STEELS & ALLOY INTERNATIONAL PRIVATE LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01,100000.0,1.0
ARS STEELS & ALLOY INTERNATIONAL PRIVATE LIMITED,FY 2024-25,Non-PSU,Telangana,Education,"Education, Differently Abled, Livelihood",0.01,100000.0,1.0
ARS STEELS & ALLOY INTERNATIONAL PRIVATE LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,Training to promote sports,Encouraging Sports,0.05,500000.0,5.0
INDIAN COMPRESSORS LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,Conservation of natural resources,"Environment, Animal Welfare, Conservation Of Resources",0.763,7630000.0,76.3
POONA FORGE PVT LTD,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.175000136,1750001.36,17.5000136
OETIKER INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.4157764,4157764.0,41.57764
OETIKER INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.05,500000.0,5.0
GNUTTI CARLO INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,Vocational skills,"Education, Differently Abled, Livelihood",2.8979996,28979996.0,289.79996
INSPIRON ENGINEERING PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.4111,4111000.0,41.11
INSPIRON ENGINEERING PRIVATE LIMITED,FY 2024-25,Non-PSU,PAN India (Other Centralized Funds),Other Central Government Funds,Any Other Fund,0.2,2000000.0,20.0
ANAND ENGINEERS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.006,60000.0,0.6
ANAND ENGINEERS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.004,40000.0,0.4
ANAND ENGINEERS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.005,50000.0,0.5
ANAND ENGINEERS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05,500000.0,5.0
ANAND ENGINEERS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01,100000.0,1.0
ANAND ENGINEERS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.01,100000.0,1.0
ANAND ENGINEERS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.003,30000.0,0.3
ANAND ENGINEERS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.005,50000.0,0.5
ANAND ENGINEERS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01,100000.0,1.0
ANAND ENGINEERS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.003,30000.0,0.3
ANAND ENGINEERS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.015,150000.0,1.5
ANAND ENGINEERS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.006,60000.0,0.6
ANAND ENGINEERS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.0025,25000.0,0.25
ANAND ENGINEERS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.002,20000.0,0.2
ANAND ENGINEERS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Senior Citizens Welfare,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.003,30000.0,0.3
ANAND ENGINEERS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.004,40000.0,0.4
ANAND ENGINEERS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Senior Citizens Welfare,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.005,50000.0,0.5
ANAND ENGINEERS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0025,25000.0,0.25
ANAND ENGINEERS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.002,20000.0,0.2
KARTAR VALVES PRIVATE LIMITED,FY 2024-25,Non-PSU,Punjab,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0871,871000.0,8.709999999999999
KARTAR VALVES PRIVATE LIMITED,FY 2024-25,Non-PSU,Punjab,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.004,40000.0,0.4
KARTAR VALVES PRIVATE LIMITED,FY 2024-25,Non-PSU,Punjab,Education,"Education, Differently Abled, Livelihood",0.00324,32400.0,0.32399999999999995
KARTAR VALVES PRIVATE LIMITED,FY 2024-25,Non-PSU,Punjab,Education,"Education, Differently Abled, Livelihood",0.002,20000.0,0.2
KARTAR VALVES PRIVATE LIMITED,FY 2024-25,Non-PSU,Punjab,Education,"Education, Differently Abled, Livelihood",0.070145,701450.0,7.0145
KARTAR VALVES PRIVATE LIMITED,FY 2024-25,Non-PSU,Punjab,Education,"Education, Differently Abled, Livelihood",0.0021,21000.0,0.21
KARTAR VALVES PRIVATE LIMITED,FY 2024-25,Non-PSU,Punjab,Senior Citizens Welfare,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.00264,26400.0,0.264
KARTAR VALVES PRIVATE LIMITED,FY 2024-25,Non-PSU,Punjab,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",0.00051,5100.0,0.051000000000000004
KARTAR VALVES PRIVATE LIMITED,FY 2024-25,Non-PSU,Punjab,Art and culture,Heritage Art And Culture,0.0035,35000.0,0.35000000000000003
KARTAR VALVES PRIVATE LIMITED,FY 2024-25,Non-PSU,Punjab,Training to promote sports,Encouraging Sports,0.00295,29500.0,0.295
KARTAR VALVES PRIVATE LIMITED,FY 2024-25,Non-PSU,Punjab,"Armed Forces, Veterans, War Widows/ Dependants",Other Sectors ( Technology Incubator And Benefits To Armed Forces And Admin Overheads ),0.0021,21000.0,0.21
