company_name,financial_year,psu/non_psu,csr_state,csr_development_sector,csr_sub_development_sector,project_amount_spent_in_inr_cr,project_amount_spent_inr,project_amount_spent_inr_lakh
SONIC BIOCHEM EXTRACTIONS PRIVATE LIMITED,FY 2024-25,Non-PSU,Madhya Pradesh,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.15,1500000.0,15.0
SONIC BIOCHEM EXTRACTIONS PRIVATE LIMITED,FY 2024-25,Non-PSU,Madhya Pradesh,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.06,600000.0,6.0
TECHNOPAINTS AND CHEMICALS LIMITED,FY 2024-25,Non-PSU,Telangana,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05649,564900.0,5.649
TECHNOPAINTS AND CHEMICALS LIMITED,FY 2024-25,Non-PSU,Andhra Pradesh,Vocational skills,"Education, Differently Abled, Livelihood",0.105,1050000.0,10.5
TECHNOPAINTS AND CHEMICALS LIMITED,FY 2024-25,Non-PSU,Telangana,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.0225,225000.0,2.25
ONEIRO LIFECARE PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.0316325,316325.0,3.16325
ONEIRO LIFECARE PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.0127313,127312.99999999999,1.2731299999999999
ONEIRO LIFECARE PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.0037,37000.0,0.37
ONEIRO LIFECARE PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.0075,75000.0,0.75
ONEIRO LIFECARE PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.15,1500000.0,15.0
ONEIRO LIFECARE PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.0024,23999.999999999996,0.24
ONEIRO LIFECARE PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1,1000000.0,10.0
ONEIRO LIFECARE PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05,500000.0,5.0
ONEIRO LIFECARE PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.3,3000000.0,30.0
ONEIRO LIFECARE PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Senior Citizens Welfare,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.0024,23999.999999999996,0.24
RENOWN PHARMACEUTICALS PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.045,450000.0,4.5
CHERYL LABORATORIES PVT LTD,FY 2024-25,Non-PSU,Maharashtra,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",0.1381,1381000.0,13.81
CHERYL LABORATORIES PVT LTD,FY 2024-25,Non-PSU,Maharashtra,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.16,1600000.0,16.0
CHERYL LABORATORIES PVT LTD,FY 2024-25,Non-PSU,Gujarat,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",0.04,400000.0,4.0
CHERYL LABORATORIES PVT LTD,FY 2024-25,Non-PSU,Rajasthan,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",0.005,50000.0,0.5
CHERYL LABORATORIES PVT LTD,FY 2024-25,Non-PSU,Gujarat,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.00125,12500.0,0.125
CHERYL LABORATORIES PVT LTD,FY 2024-25,Non-PSU,Gujarat,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.055,550000.0,5.5
CHERYL LABORATORIES PVT LTD,FY 2024-25,Non-PSU,Gujarat,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.21,2100000.0,21.0
CHERYL LABORATORIES PVT LTD,FY 2024-25,Non-PSU,Maharashtra,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.04,400000.0,4.0
CHERYL LABORATORIES PVT LTD,FY 2024-25,Non-PSU,Maharashtra,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.01,100000.0,1.0
CHERYL LABORATORIES PVT LTD,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.001,10000.0,0.1
MURLI KRISHNA PHARMA PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.0132358,132358.0,1.32358
MURLI KRISHNA PHARMA PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.0048642139999999,48642.139999998995,0.48642139999998996
MURLI KRISHNA PHARMA PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.01062,106199.99999999999,1.0619999999999998
MURLI KRISHNA PHARMA PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.03,300000.0,3.0
MURLI KRISHNA PHARMA PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Setting up orphanage,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.0177,177000.0,1.77
MURLI KRISHNA PHARMA PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.012706584,127065.84,1.2706584
MURLI KRISHNA PHARMA PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01684135,168413.50000000003,1.6841350000000002
FIXDERMA INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Uttar Pradesh,Education,"Education, Differently Abled, Livelihood",0.2679268,2679268.0,26.79268
VEGA CHEMICALS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.002475,24750.000000000004,0.24750000000000003
VEGA CHEMICALS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Women empowerment,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.0036,36000.0,0.36
VEGA CHEMICALS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.06555,655500.0,6.555
VEGA CHEMICALS PRIVATE LIMITED,FY 2024-25,Non-PSU,Telangana,Education,"Education, Differently Abled, Livelihood",0.01723,172300.0,1.7229999999999999
VEGA CHEMICALS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.0085,85000.0,0.8500000000000001
VEGA CHEMICALS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.0092058,92058.0,0.92058
VEGA CHEMICALS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.013325,133250.0,1.3325
VEGA CHEMICALS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Socio-economic equalities,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.0173872,173871.99999999997,1.7387199999999998
VEGA CHEMICALS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Art and culture,Heritage Art And Culture,0.0151,151000.0,1.51
VEGA CHEMICALS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Training to promote sports,Encouraging Sports,0.005,50000.0,0.5
VEGA CHEMICALS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.0284623,284623.0,2.84623
VEGA CHEMICALS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.0229572,229572.0,2.29572
VEGA CHEMICALS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Art and culture,Heritage Art And Culture,0.0177,177000.0,1.77
VEGA CHEMICALS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.004322,43220.0,0.43220000000000003
VEGA CHEMICALS PRIVATE LIMITED,FY 2024-25,Non-PSU,PAN India (Other Centralized Funds),Other Central Government Funds,Any Other Fund,0.0028,28000.0,0.27999999999999997
VEGA CHEMICALS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0010605,10605.0,0.10605
VEGA CHEMICALS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Art and culture,Heritage Art And Culture,0.003,30000.0,0.3
VEGA CHEMICALS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0031,31000.0,0.31
VEGA CHEMICALS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.01504,150400.0,1.504
VEGA CHEMICALS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Women empowerment,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.0020246,20246.0,0.20246
VEGA CHEMICALS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.00405,40500.0,0.40499999999999997
VEGA CHEMICALS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Art and culture,Heritage Art And Culture,0.0031,31000.0,0.31
VEGA CHEMICALS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.0295047,295047.0,2.9504699999999997
ZENARA PHARMA PRIVATE LIMITED,FY 2024-25,Non-PSU,Telangana,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.13,1300000.0,13.0
EASTERN INDIA BIOFUELS PRIVATE LIMITED,FY 2024-25,Non-PSU,Bihar,Education,"Education, Differently Abled, Livelihood",0.1155228,1155228.0,11.55228
NAVIN FLUORINE ADVANCED SCIENCES LIMITED,FY 2024-25,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.41,4099999.9999999995,41.0
NAVIN FLUORINE ADVANCED SCIENCES LIMITED,FY 2024-25,Non-PSU,Maharashtra,Vocational skills,"Education, Differently Abled, Livelihood",0.384,3840000.0,38.4
NAVIN FLUORINE ADVANCED SCIENCES LIMITED,FY 2024-25,Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.0407,407000.0,4.07
NAVIN FLUORINE ADVANCED SCIENCES LIMITED,FY 2024-25,Non-PSU,Chhattisgarh,Education,"Education, Differently Abled, Livelihood",0.04,400000.0,4.0
NAVIN FLUORINE ADVANCED SCIENCES LIMITED,FY 2024-25,Non-PSU,Gujarat,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02,200000.0,2.0
NEELKANTH SALT CHEM INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,"Armed Forces, Veterans, War Widows/ Dependants",Other Sectors ( Technology Incubator And Benefits To Armed Forces And Admin Overheads ),0.0230166,230166.00000000003,2.30166
NEELKANTH SALT CHEM INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.05,500000.0,5.0
NEELKANTH SALT CHEM INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0014,14000.0,0.13999999999999999
NEELKANTH SALT CHEM INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.015,150000.0,1.5
NEELKANTH SALT CHEM INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",0.0011,11000.0,0.11
NEELKANTH SALT CHEM INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02,200000.0,2.0
GREEN ASU PLANT PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.07,700000.0000000001,7.000000000000001
JIVAGRO LIMITED,FY 2024-25,Non-PSU,PAN India,Women empowerment,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.5212393,5212393.0,52.123929999999994
METRO TYRES LIMITED,FY 2024-25,Non-PSU,Delhi,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.3,3000000.0,30.0
RMX INDUSTRIES PRIVATE LIMITED,FY 2024-25,Non-PSU,Delhi,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.33,3300000.0,33.0
STELLAR PLASTICS (INDIA) PRIVATE LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,Vocational skills,"Education, Differently Abled, Livelihood",0.343964743,3439647.43,34.3964743
VEER PLASTICS PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0612,612000.0,6.12
VEER PLASTICS PRIVATE LIMITED,FY 2024-25,Non-PSU,Daman and Diu,Education,"Education, Differently Abled, Livelihood",0.008,80000.0,0.8
VEER PLASTICS PRIVATE LIMITED,FY 2024-25,Non-PSU,Daman and Diu,Socio-economic equalities,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.0635,635000.0,6.35
EFTEC (INDIA) PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.1055,1055000.0,10.549999999999999
EFTEC (INDIA) PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.15,1500000.0,15.0
EFTEC (INDIA) PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.15,1500000.0,15.0
EFTEC (INDIA) PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1,1000000.0,10.0
EFTEC (INDIA) PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Setting up orphanage,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.1,1000000.0,10.0
APSARA PLASTICS PVT LTD,FY 2024-25,Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.1294507,1294507.0,12.94507
MUTUAL AUTOMOTIVE PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.11,1100000.0,11.0
MUTUAL AUTOMOTIVE PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.0151,151000.0,1.51
MUTUAL AUTOMOTIVE PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.35,3500000.0,35.0
SHREE TNB POLYMERS LIMITED,FY 2024-25,Non-PSU,Gujarat,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",0.034,340000.0,3.4000000000000004
SHREE TNB POLYMERS LIMITED,FY 2024-25,Non-PSU,Gujarat,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",0.04,400000.0,4.0
SHREE TNB POLYMERS LIMITED,FY 2024-25,Non-PSU,Gujarat,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.005,50000.0,0.5
RUBBER KING TYRE PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0214,214000.0,2.1399999999999997
RUBBER KING TYRE PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0254,254000.0,2.54
RUBBER KING TYRE PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0047,47000.0,0.47000000000000003
RUBBER KING TYRE PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,"Armed Forces, Veterans, War Widows/ Dependants",Other Sectors ( Technology Incubator And Benefits To Armed Forces And Admin Overheads ),0.0115,115000.0,1.15
RUBBER KING TYRE PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.1243,1243000.0,12.43
RUBBER KING TYRE PRIVATE LIMITED,FY 2024-25,Non-PSU,PAN India (Other Centralized Funds),Prime Minister's National Relief Fund,Prime Minister's National Relief Fund,0.0514,514000.0,5.140000000000001
NISHANT MOULDINGS PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.1963316,1963316.0,19.63316
K. K. NAG PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.22943335,2294333.5,22.943335
K. K. NAG PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.05,500000.0,5.0
K. K. NAG PRIVATE LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,"Armed Forces, Veterans, War Widows/ Dependants",Other Sectors ( Technology Incubator And Benefits To Armed Forces And Admin Overheads ),0.005,50000.0,0.5
K. K. NAG PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0033875,33875.0,0.33875
K. K. NAG PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0006625,6625.0,0.06625
KRIS FLEXIPACKS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05,500000.0,5.0
MIRACLE CORO PLAST PRIVATE LIMITED,FY 2024-25,Non-PSU,Rajasthan,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",1.803e-06,18.029999999999998,0.0001803
SAIBABA POLYMER TECHNOLOGIES PRIVATE LIMITED,FY 2024-25,Non-PSU,Telangana,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.25,2500000.0,25.0
SAIBABA POLYMER TECHNOLOGIES PRIVATE LIMITED,FY 2024-25,Non-PSU,Telangana,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.29905324,2990532.4,29.905324
SAIBABA POLYMER TECHNOLOGIES PRIVATE LIMITED,FY 2024-25,Non-PSU,Telangana,Education,"Education, Differently Abled, Livelihood",0.01,100000.0,1.0
SAIBABA POLYMER TECHNOLOGIES PRIVATE LIMITED,FY 2024-25,Non-PSU,Telangana,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03,300000.0,3.0
SAIBABA POLYMER TECHNOLOGIES PRIVATE LIMITED,FY 2024-25,Non-PSU,Telangana,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1,1000000.0,10.0
BASF CHEMICALS INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.14,1400000.0000000002,14.000000000000002
KHETAN VINIYOG PRIVATE LIMITED,FY 2024-25,Non-PSU,Jharkhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.032,320000.0,3.2
KHETAN VINIYOG PRIVATE LIMITED,FY 2024-25,Non-PSU,Jharkhand,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0202,202000.0,2.02
KHETAN VINIYOG PRIVATE LIMITED,FY 2024-25,Non-PSU,Jharkhand,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",0.0653,653000.0,6.529999999999999
MAITHAN CERAMIC LTD,FY 2024-25,Non-PSU,Jharkhand,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.3743156,3743156.0000000005,37.431560000000005
MAITHAN CERAMIC LTD,FY 2024-25,Non-PSU,Jharkhand,Education,"Education, Differently Abled, Livelihood",0.330829,3308290.0,33.082899999999995
MAITHAN CERAMIC LTD,FY 2024-25,Non-PSU,Jharkhand,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0128,128000.0,1.28
MAITHAN CERAMIC LTD,FY 2024-25,Non-PSU,Jharkhand,Rural development projects,Rural Development,0.0541144,541144.0,5.41144
CLAY CRAFT INDIA LTD,FY 2024-25,Non-PSU,Rajasthan,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.25,2500000.0,25.0
CLAY CRAFT INDIA LTD,FY 2024-25,Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.2302,2302000.0,23.02
HARSHWARDHAN GEMS PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.005,50000.0,0.5
HARSHWARDHAN GEMS PRIVATE LIMITED,FY 2024-25,Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.05,500000.0,5.0
HARSHWARDHAN GEMS PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.007,70000.0,0.7000000000000001
HARSHWARDHAN GEMS PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01,100000.0,1.0
HARSHWARDHAN GEMS PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05,500000.0,5.0
HARSHWARDHAN GEMS PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0007,7000.0,0.06999999999999999
HARSHWARDHAN GEMS PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.06,600000.0,6.0
HARSHWARDHAN GEMS PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1017,1017000.0,10.17
HARSHWARDHAN GEMS PRIVATE LIMITED,FY 2024-25,Non-PSU,Chhattisgarh,Education,"Education, Differently Abled, Livelihood",0.0153,153000.0,1.53
OSWAL INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Gujarat,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",1.7548,17548000.0,175.48
OSWAL INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Gujarat,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",0.04,400000.0,4.0
JSW STEEL COATED PRODUCTS LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",2.7148007,27148007.0,271.48007
JSW STEEL COATED PRODUCTS LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.9201095,19201095.0,192.01094999999998
JSW STEEL COATED PRODUCTS LIMITED,FY 2024-25,Non-PSU,Maharashtra,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.837781,18377810.0,183.77810000000002
JSW STEEL COATED PRODUCTS LIMITED,FY 2024-25,Non-PSU,Maharashtra,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",1.1150517,11150517.0,111.50516999999999
JSW STEEL COATED PRODUCTS LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.6145762,6145762.0,61.45762
JSW STEEL COATED PRODUCTS LIMITED,FY 2024-25,Non-PSU,Maharashtra,Vocational skills,"Education, Differently Abled, Livelihood",0.0315435,315435.0,3.15435
JSW STEEL COATED PRODUCTS LIMITED,FY 2024-25,Non-PSU,Maharashtra,Training to promote sports,Encouraging Sports,6.316893,63168930.0,631.6893
JSW STEEL COATED PRODUCTS LIMITED,FY 2024-25,Non-PSU,Jammu and Kashmir,Art and culture,Heritage Art And Culture,1.9910888,19910888.0,199.10888
JSW STEEL COATED PRODUCTS LIMITED,FY 2024-25,Non-PSU,Maharashtra,Rural development projects,Rural Development,0.4222329,4222329.0,42.223290000000006
DROLIA ELECTROSTEELS PRIVATE LIMITED,FY 2024-25,Non-PSU,Chhattisgarh,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",0.00096,9600.0,0.096
DROLIA ELECTROSTEELS PRIVATE LIMITED,FY 2024-25,Non-PSU,Chhattisgarh,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",0.1,1000000.0,10.0
DROLIA ELECTROSTEELS PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03,300000.0,3.0
KISCO CASTINGS (INDIA) LIMITED,FY 2024-25,Non-PSU,Delhi,Education,"Education, Differently Abled, Livelihood",0.1,1000000.0,10.0
KISCO CASTINGS (INDIA) LIMITED,FY 2024-25,Non-PSU,Karnataka,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.114,1140000.0,11.4
KISCO CASTINGS (INDIA) LIMITED,FY 2024-25,Non-PSU,Punjab,Art and culture,Heritage Art And Culture,0.0113,113000.0,1.13
