"Company Name","Financial Year",PSU/Non-PSU,"CSR State","CSR Development Sector","CSR Sub Development Sector","Project Amount Spent (In INR Cr.)"
"VIDUSHI WIRES PRIVATE LIMITED","FY 2024-25",Non-PSU,Delhi,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.19
"PARADEEP PHOSPHATES LTD","FY 2024-25",Non-PSU,Odisha,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0914289
"MG PROCESSORS PRIVATE LIMITED","FY 2024-25",Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.01044
"LEHAR FOOTWEARS LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.003
"UNIVERSAL CABLES LIMITED","FY 2024-25",Non-PSU,"Madhya Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.065
"CS FINE INTERCHEM PRIVATE LIMITED","FY 2024-25",Non-PSU,"PAN India (Other Centralized Funds)","Prime Minister's National Relief Fund","Prime Minister's National Relief Fund",0.00155
"TATVA CHINTAN PHARMA CHEM LIMITED","FY 2024-25",Non-PSU,Gujarat,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1583505
"URJANKUR SHREE DATTA POWER COMPANY LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.3003
"SATYENDRA PACKAGING LIMITED","FY 2024-25",Non-PSU,Gujarat,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.21
"RIELLO POWER INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Haryana,Education,"Education, Differently Abled, Livelihood",0.4946
"KAIVAL CHEMICALS PRIVATE LIMITED","FY 2024-25",Non-PSU,Gujarat,"Setting up homes and hostels for women","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.1102
"INDIA STEEL SUMMIT PRIVATE LIMITED","FY 2024-25",Non-PSU,"Uttar Pradesh",Education,"Education, Differently Abled, Livelihood",0.2312145
"PREBO AUTOMOTIVE PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0190486
"GAINSIGHT SOFTWARE PRIVATE LIMITED","FY 2024-25",Non-PSU,Telangana,Education,"Education, Differently Abled, Livelihood",0.1221
"CONTROLWELLINDIA PVT LTD","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.005
"VEDHAS REALTORS PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.0025
"MANIAM HARDWARE & STEELS PRIVATE LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1
"JOHNSON MATTHEY CHEMICALS INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,"Uttar Pradesh",Education,"Education, Differently Abled, Livelihood",0.05
"GREEN INFRA BTV LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0476
"VARDHMAN ACRYLICS LIMITED","FY 2024-25",Non-PSU,Gujarat,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1250001
"YANFENG INDIA AUTOMOTIVE INTERIOR SYSTEMS PRIVATE LIMITED","FY 2024-25",Non-PSU,Gujarat,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.29
"ORIENTAL CONSULTANTS INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Delhi,Education,"Education, Differently Abled, Livelihood",0.29
"SUN VACUUM FORMERS INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Delhi,"Art and culture","Heritage Art And Culture",0.04
"SPORTS AND LEISURE APPAREL LIMITED","FY 2024-25",Non-PSU,Delhi,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1
"AUMUND ENGINEERING PRIVATE LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu",Education,"Education, Differently Abled, Livelihood",0.06
"NEPTUNE CONTAINER LINE & LOGISTICS PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Animal welfare","Environment, Animal Welfare, Conservation Of Resources",0.01
"BRASS COPPER & ALLOY (INDIA) LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.0168
"MICRO UNITS DEVELOPMENT & REFINANCE AGENCY LIMITED","FY 2024-25",Non-PSU,"PAN India (Other Centralized Funds)","Prime Minister's National Relief Fund","Prime Minister's National Relief Fund",14.4852
"INTEVA PRODUCTS INDIA AUTOMOTIVE PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0510398
"FUTURA SURGICARE PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.0075
"HITACHI LIFT INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Telangana,"Vocational skills","Education, Differently Abled, Livelihood",0.011869
"SAURYA URJA COMPANY OF RAJASTHAN LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0192
"VARDHMAN SPECIAL STEELS LIMITED","FY 2024-25",Non-PSU,Punjab,"Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.22992916000000002
"NANO TECH CHEMICAL BROTHERS PRIVATE LIMITED","FY 2024-25",Non-PSU,Punjab,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1
"SREE SAI ROLLER FLOUR MILL PRIVATE LIMITED","FY 2024-25",Non-PSU,Gujarat,"Animal welfare","Environment, Animal Welfare, Conservation Of Resources",0.01
"LEROC CX TECH LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.1189347
"SWARAJ SUITING LIMITED","FY 2024-25",Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.08415
"FOREVER LIVING IMPORTS (INDIA) PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.104635
"INDO BAIJIN CHEMICALS PRIVATE LIMITED","FY 2024-25",Non-PSU,Gujarat,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.18
"GUJARAT MINERAL DEVELOPMENT CORPORATION LIMITED","FY 2024-25",PSU,Odisha,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.361015
"GREY GRASS (INDIA) PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.03
"KIRA DIAM TECH PRIVATE LIMITED","FY 2024-25",Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",1.0
"SHIVA PHARMACHEM LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.035
"AMMANN INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Gujarat,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1166605
"TEG INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Bihar,"Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.020893
"MEKINS INDUSTRIES PRIVATE LIMITED","FY 2024-25",Non-PSU,Telangana,Education,"Education, Differently Abled, Livelihood",0.0011
"WATSON & CHALIN INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.15
"MOTOROLA MOBILITY INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Goa,Education,"Education, Differently Abled, Livelihood",0.46762805
"EURO PANEL PRODUCTS LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Animal welfare","Environment, Animal Welfare, Conservation Of Resources",0.0025
"VIJAYANTH COSMIC POWERS PRIVATE LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu",Education,"Education, Differently Abled, Livelihood",0.025
"EMMVEE PHOTOVOLTAIC POWER LIMITED","FY 2024-25",Non-PSU,Karnataka,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.103
"LENOVO (INDIA) PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,"Vocational skills","Education, Differently Abled, Livelihood",0.175356
"ETS SECURITIES PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.1282
"MARELLI MOTHERSON AUTOMOTIVE LIGHTING INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.124875
"EMULGRAIN INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0176279
"CRANE PROCESS FLOW TECHNOLOGIES (INDIA) PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0136
"COHANCE LIFESCIENCES LIMITED","FY 2024-25",Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.2
"PUBLIC CLOTHINGS PRIVATE LIMITED","FY 2024-25",Non-PSU,Delhi,"Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.1
"ASI INDUSTRIES LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Rural development projects","Rural Development",0.007045328
"CLEAN SCIENCE AND TECHNOLOGY LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.2625
"BARONE BUDGE AND DOMINICK INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.06538
"WHIRLPOOL OF INDIA LIMITED","FY 2024-25",Non-PSU,Haryana,Education,"Education, Differently Abled, Livelihood",0.1713343
"HARSCO INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,"Andhra Pradesh",Education,"Education, Differently Abled, Livelihood",0.05
"INDORAMA INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,"West Bengal","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.075
"GEBBS HEALTHCARE SOLUTIONS PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.5327
"ADVANTA ENTERPRISES LIMITED","FY 2024-25",Non-PSU,"PAN India",Education,"Education, Differently Abled, Livelihood",0.25
"KALPTARU 9 VENTURES PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0108
"GLOBE ENVIRO CARE LIMITED","FY 2024-25",Non-PSU,Gujarat,"Animal welfare","Environment, Animal Welfare, Conservation Of Resources",0.005
"KRISHNAPATNAM RAILWAY COMPANY LIMITED","FY 2024-25",Non-PSU,"PAN India (Other Centralized Funds)","Swachh Bharat Kosh","Swachh Bharat Kosh",0.179103
"NEZONE TUBES (TN) LIMITED","FY 2024-25",Non-PSU,"West Bengal","Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.003
"GILPIN TRAVEL MANAGEMENT PRIVATE LIMITED","FY 2024-25",Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.0240709
"ORBIS FINANCIAL CORPORATION LIMITED","FY 2024-25",Non-PSU,"Uttar Pradesh","Animal welfare","Environment, Animal Welfare, Conservation Of Resources",0.033
"RISING BHADLA 2 PRIVATE LIMITED","FY 2024-25",Non-PSU,"Jammu and Kashmir",Education,"Education, Differently Abled, Livelihood",0.0504
"THE ASSOCIATED CHAMBERS OF COMMERCE AND INDUSTRY OF INDIA","FY 2024-25",Non-PSU,Delhi,"Vocational skills","Education, Differently Abled, Livelihood",0.0526
"RAKHECHA SECURITIES LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Animal welfare","Environment, Animal Welfare, Conservation Of Resources",0.1103
"CELEBI NAS AIRPORT SERVICES INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Haryana,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.06
"JOHNSON SCREENS ( INDIA ) PRIVATE LIMITED","FY 2024-25",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.032
"RADHA SOAMI FOOD PRODUCTS PRIVATE LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.008
"SHILPA MEDICARE LIMITED","FY 2024-25",Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.270081103
"FLIGHTSCAPE INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0138482
"SHRI NARSINGH CLOTH EMPORIUM PRIVATE LIMITED","FY 2024-25",Non-PSU,"Uttar Pradesh","Art and culture","Heritage Art And Culture",0.1724512
"KOTAK MAHINDRA BANK LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.5133978
"RETTENMAIER INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Setting up homes and hostels for women","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.07
"SHREE RAMKRISHNA EXPORTS PRIVATE LIMITED","FY 2024-25",Non-PSU,Gujarat,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",11.51
"WAANEEP SOLAR PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Vocational skills","Education, Differently Abled, Livelihood",0.045
"HERCULES AVIATION PRIVATE LIMITED","FY 2024-25",Non-PSU,Delhi,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0125
"MAURER-SANFIELD INDIA LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.35
"SOURABH ROLLING MILLS PRIVATE LIMITED","FY 2024-25",Non-PSU,Chhattisgarh,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0138984
"SAPALA ORGANICS PRIVATE LIMITED","FY 2024-25",Non-PSU,Telangana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.002
"FIERY DIGITAL IMAGING INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,"PAN India (Other Centralized Funds)","Other Central Government Funds","Any Other Fund",0.16
"GAMEBERRY LABS PRIVATE LIMITED","FY 2024-25",Non-PSU,"PAN India (Other Centralized Funds)","Prime Minister's National Relief Fund","Prime Minister's National Relief Fund",1.837608127
"APPL GOR PLASTICS INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.0340101
"TIAA GLOBAL CAPABILITIES PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.3
"MMIS TECHNOLOGY SERVICES INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0336531
"SKY GOLD AND DIAMONDS LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Animal welfare","Environment, Animal Welfare, Conservation Of Resources",0.08
"BDO RISE PRIVATE LIMITED","FY 2024-25",Non-PSU,Haryana,"Conservation of natural resources","Environment, Animal Welfare, Conservation Of Resources",0.1
"MACDERMID ALPHA ELECTRONICS SOLUTIONS INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.060102
"PSP PROJECTS LIMITED","FY 2024-25",Non-PSU,Gujarat,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.51
"MY HOME INFRASTRUCTURES PRIVATE LIMITED","FY 2024-25",Non-PSU,Telangana,"Art and culture","Heritage Art And Culture",1.0
"NEPTUNE PETROCHEMICALS LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.15
"KRISHNA GRUPO ANTOLIN PRIVATE LIMITED","FY 2024-25",Non-PSU,Haryana,Education,"Education, Differently Abled, Livelihood",0.15
"SUPRAJIT AUTOMOTIVE PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.05
"CHEMFAB ALKALIS LIMITED","FY 2024-25",Non-PSU,Puducherry,Education,"Education, Differently Abled, Livelihood",0.1
"NRB BEARINGS LIMITED (FULL FLEDGED PUBLIC CO)","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.19
"QUALITY NEEDLES PRIVATE LIMITED","FY 2024-25",Non-PSU,"Uttar Pradesh","Training to promote sports","Encouraging Sports",0.0
"KARNATAKA STATE BEVERAGES CORPORATION LIMITED","FY 2024-25",PSU,Karnataka,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.15
"ESL STEEL LIMITED","FY 2024-25",Non-PSU,Jharkhand,"Rural development projects","Rural Development",0.332795686
"SURYODAY SMALL FINANCE BANK LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0228
"V I P INDUSTRIES LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Training to promote sports","Encouraging Sports",0.01
"FEDORA SEA FOODS PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.25
"SHAPOORJI PALLONJI PANDOH TAKOLI HIGHWAY PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Rural development projects","Rural Development",0.4
"MOLBIO DIAGNOSTICS LIMITED","FY 2024-25",Non-PSU,Goa,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2
"MITSUBISHI MATERIALS INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.0389
"DATA AXLE SOLUTIONS PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.0365
"METLOK PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02
"SECUNDERABAD OILS PRIVATE LIMITED","FY 2024-25",Non-PSU,Telangana,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.054936
"F. C. SONDHI & CO. (INDIA) PRIVATE LIMITED","FY 2024-25",Non-PSU,Delhi,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.025
"CHETAN MEDITECH PRIVATE LIMITED","FY 2024-25",Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.3149155
"SABRE TRAVEL TECHNOLOGIES PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.0095942
"YARROW INFRASTRUCTURE PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.237915
"RAUNAQ STEELS TRADING PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0014
"RESOURCE PRO OPERATIONAL SOLUTIONS PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.129515
"RANGOLI RESORTS PRIVATE LIMITED","FY 2024-25",Non-PSU,"Uttar Pradesh",Education,"Education, Differently Abled, Livelihood",0.0910495
"ACI WORLDWIDE CONSULTING (INDIA) PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.06
"FAMYSHINE PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.028
"ELECTRONICS MART INDIA LIMITED","FY 2024-25",Non-PSU,Telangana,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.22369
"HEALING PHARMA INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Gujarat,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.16
"NAXPAR PHARMA PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.03002
"KEERTANA FINSERV LIMITED","FY 2024-25",Non-PSU,"Andhra Pradesh","Animal welfare","Environment, Animal Welfare, Conservation Of Resources",0.7243143
"ACME CLEANTECH SOLUTIONS PRIVATE LIMITED","FY 2024-25",Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.0069029
"AKSHAR ELECINFRA PRIVATE LIMITED","FY 2024-25",Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.0165
"AKESISS PHARMA PRIVATE LIMITED","FY 2024-25",Non-PSU,Kerala,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01
"MAHALAXMI ENNORE COKE & POWER PRIVATE LIMITED","FY 2024-25",Non-PSU,Assam,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.15
"WINNERS ONLINE EDUTECH PRIVATE LIMITED","FY 2024-25",Non-PSU,"Madhya Pradesh","Special education","Education, Differently Abled, Livelihood",0.065
"SANGAM (INDIA) LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01
"LYTUS SRI SAI NETWORKS PRIVATE LIMITED","FY 2024-25",Non-PSU,Telangana,Education,"Education, Differently Abled, Livelihood",0.1
"DAYAL FERTILIZERS PRIVATE LIMITED","FY 2024-25",Non-PSU,"Uttar Pradesh","Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.005
"ANKIT PULPS AND BOARDS PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.005
"MEGSAN LABS PRIVATE LIMITED","FY 2024-25",Non-PSU,Telangana,"Rural development projects","Rural Development",0.025
"TULSI DYECHEM PRIVATE LIMITED","FY 2024-25",Non-PSU,Gujarat,"Setting up orphanage","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.25
"MYTHRI INFRASTRUCTURE AND MINING INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,"Andhra Pradesh","Animal welfare","Environment, Animal Welfare, Conservation Of Resources",0.025655
"BAC INFRATECH PRIVATE LIMITED","FY 2024-25",Non-PSU,"PAN India (Other Centralized Funds)","Prime Minister's National Relief Fund","Prime Minister's National Relief Fund",0.05
"ZUKA POWER PRIVATE LIMITED","FY 2024-25",Non-PSU,Telangana,Education,"Education, Differently Abled, Livelihood",0.008
"INFAC INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Special education","Education, Differently Abled, Livelihood",0.1673
"PAYODA TECHNOLOGIES PRIVATE LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Senior Citizens Welfare","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.0253
"SEKISUI DLJM MOLDING PRIVATE LIMITED","FY 2024-25",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0521166
"OMEGA HEALTHCARE MANAGEMENT SERVICES PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",4.3995084
"JILESH POWER PRIVATE LIMITED","FY 2024-25",Non-PSU,Telangana,"Rural development projects","Rural Development",0.0045
"QH TALBROS PRIVATE LIMITED","FY 2024-25",Non-PSU,Delhi,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.15
"SYNGENTA BIOSCIENCES PRIVATE LIMITED","FY 2024-25",Non-PSU,Goa,Education,"Education, Differently Abled, Livelihood",0.0944
"CADDIE HOTELS PRIVATE LIMITED","FY 2024-25",Non-PSU,Delhi,Education,"Education, Differently Abled, Livelihood",0.169175
"SONAI ENGINEERING PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Special education","Education, Differently Abled, Livelihood",0.001
"PRABHA AUTOMOTIVE ENGINEERS LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu",Education,"Education, Differently Abled, Livelihood",0.0020259
"SOMIC INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Haryana,Education,"Education, Differently Abled, Livelihood",0.0172849
"ENEFFEN TECHNOLOGIES PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,"Special education","Education, Differently Abled, Livelihood",0.04
"SAGITEC SOLUTIONS PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.11
"KRISHNA PECTINS PVT LTD","FY 2024-25",Non-PSU,Maharashtra,"Special education","Education, Differently Abled, Livelihood",0.0025
"EAAA INDIA ALTERNATIVES LIMITED","FY 2024-25",Non-PSU,Delhi,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.06
"OM PHARMACEUTICALS LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0205
"GOODRICH AEROSPACE SERVICES PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.580545
"THE RUBY MILLS LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.5
"ALLIANCE ONE INDUSTRIES INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,"Andhra Pradesh","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.45176
